Order_ID,Order_Month,Order_Date,Region,Product,Sales_Amount
61,Jan-2024,2024-01-03 12:00:00,East,Laptop,15852
62,Jan-2024,2024-01-03 13:00:00,East,Mobile,33865
63,Jan-2024,2024-01-03 14:00:00,North,Tablet,19946
64,Jan-2024,2024-01-03 15:00:00,North,Headphones,2836
65,Jan-2024,2024-01-03 16:00:00,East,Tablet,10379
66,Jan-2024,2024-01-03 17:00:00,South,Headphones,32816
67,Jan-2024,2024-01-03 18:00:00,West,Headphones,33840
68,Jan-2024,2024-01-03 19:00:00,North,Laptop,8021
69,Jan-2024,2024-01-03 20:00:00,West,Mobile,6671
70,Jan-2024,2024-01-03 21:00:00,South,Tablet,23981
71,Jan-2024,2024-01-03 22:00:00,South,Laptop,18974
72,Jan-2024,2024-01-03 23:00:00,South,Tablet,47260
73,Jan-2024,2024-01-04 00:00:00,North,Headphones,45129
74,Jan-2024,2024-01-04 01:00:00,South,Mobile,45732
75,Jan-2024,2024-01-04 02:00:00,North,Tablet,21508
76,Jan-2024,2024-01-04 03:00:00,South,Tablet,2133
77,Jan-2024,2024-01-04 04:00:00,West,Headphones,12985
78,Jan-2024,2024-01-04 05:00:00,West,Tablet,44117
79,Jan-2024,2024-01-04 06:00:00,East,Tablet,4148
80,Jan-2024,2024-01-04 07:00:00,West,Headphones,48445
81,Jan-2024,2024-01-04 08:00:00,East,Laptop,13640
82,Jan-2024,2024-01-04 09:00:00,West,Headphones,18421
83,Jan-2024,2024-01-04 10:00:00,North,Laptop,14857
84,Jan-2024,2024-01-04 11:00:00,West,Mobile,46636
85,Jan-2024,2024-01-04 12:00:00,East,Laptop,3637
86,Jan-2024,2024-01-04 13:00:00,East,Laptop,597
87,Jan-2024,2024-01-04 14:00:00,South,Mobile,11907
88,Jan-2024,2024-01-04 15:00:00,North,Laptop,31075
89,Jan-2024,2024-01-04 16:00:00,West,Headphones,13222
90,Jan-2024,2024-01-04 17:00:00,South,Laptop,13424
91,Jan-2024,2024-01-04 18:00:00,West,Mobile,4250
92,Jan-2024,2024-01-04 19:00:00,West,Headphones,28233
93,Jan-2024,2024-01-04 20:00:00,South,Mobile,9035
94,Jan-2024,2024-01-04 21:00:00,South,Mobile,24987
95,Jan-2024,2024-01-04 22:00:00,South,Tablet,31151
96,Jan-2024,2024-01-04 23:00:00,South,Tablet,5166
97,Jan-2024,2024-01-05 00:00:00,South,Mobile,49277
98,Jan-2024,2024-01-05 01:00:00,West,Mobile,17494
99,Jan-2024,2024-01-05 02:00:00,South,Mobile,2227
100,Jan-2024,2024-01-05 03:00:00,North,Tablet,35122
101,Jan-2024,2024-01-05 04:00:00,East,Tablet,11300
102,Jan-2024,2024-01-05 05:00:00,South,Laptop,38323
103,Jan-2024,2024-01-05 06:00:00,South,Laptop,43539
104,Jan-2024,2024-01-05 07:00:00,West,Mobile,19208
105,Jan-2024,2024-01-05 08:00:00,South,Headphones,13319
106,Jan-2024,2024-01-05 09:00:00,South,Headphones,9869
107,Jan-2024,2024-01-05 10:00:00,South,Tablet,9783
108,Jan-2024,2024-01-05 11:00:00,West,Tablet,31073
109,Jan-2024,2024-01-05 12:00:00,South,Tablet,13671
110,Jan-2024,2024-01-05 13:00:00,East,Mobile,31433
111,Jan-2024,2024-01-05 14:00:00,West,Headphones,6274
112,Jan-2024,2024-01-05 15:00:00,East,Laptop,7019
113,Jan-2024,2024-01-05 16:00:00,West,Mobile,11483
114,Jan-2024,2024-01-05 17:00:00,South,Laptop,31432
115,Jan-2024,2024-01-05 18:00:00,East,Laptop,31298
116,Jan-2024,2024-01-05 19:00:00,West,Mobile,18633
117,Jan-2024,2024-01-05 20:00:00,North,Laptop,15439
118,Jan-2024,2024-01-05 21:00:00,South,Headphones,1281
119,Jan-2024,2024-01-05 22:00:00,West,Laptop,49550
120,Jan-2024,2024-01-05 23:00:00,North,Headphones,28124
121,Jan-2024,2024-01-06 00:00:00,West,Headphones,7323
122,Jan-2024,2024-01-06 01:00:00,North,Headphones,18989
123,Jan-2024,2024-01-06 02:00:00,South,Tablet,40461
124,Jan-2024,2024-01-06 03:00:00,East,Laptop,29618
125,Jan-2024,2024-01-06 04:00:00,North,Mobile,35381
126,Jan-2024,2024-01-06 05:00:00,West,Mobile,16780
127,Jan-2024,2024-01-06 06:00:00,South,Laptop,22763
128,Jan-2024,2024-01-06 07:00:00,North,Tablet,14065
129,Jan-2024,2024-01-06 08:00:00,West,Tablet,20854
130,Jan-2024,2024-01-06 09:00:00,West,Headphones,43451
131,Jan-2024,2024-01-06 10:00:00,West,Laptop,26143
132,Jan-2024,2024-01-06 11:00:00,North,Laptop,24148
133,Jan-2024,2024-01-06 12:00:00,North,Mobile,42471
134,Jan-2024,2024-01-06 13:00:00,North,Laptop,19158
135,Jan-2024,2024-01-06 14:00:00,East,Tablet,21753
136,Jan-2024,2024-01-06 15:00:00,North,Laptop,49063
137,Jan-2024,2024-01-06 16:00:00,North,Mobile,26890
138,Jan-2024,2024-01-06 17:00:00,North,Headphones,23628
139,Jan-2024,2024-01-06 18:00:00,East,Mobile,13989
140,Jan-2024,2024-01-06 19:00:00,North,Mobile,38814
141,Jan-2024,2024-01-06 20:00:00,West,Headphones,33158
142,Jan-2024,2024-01-06 21:00:00,North,Mobile,7352
143,Jan-2024,2024-01-06 22:00:00,West,Mobile,29950
144,Jan-2024,2024-01-06 23:00:00,West,Laptop,3051
145,Jan-2024,2024-01-07 00:00:00,West,Laptop,6911
146,Jan-2024,2024-01-07 01:00:00,East,Headphones,49659
147,Jan-2024,2024-01-07 02:00:00,East,Laptop,33743
148,Jan-2024,2024-01-07 03:00:00,East,Laptop,22300
149,Jan-2024,2024-01-07 04:00:00,North,Mobile,10903
150,Jan-2024,2024-01-07 05:00:00,West,Tablet,7739
151,Jan-2024,2024-01-07 06:00:00,East,Laptop,7210
152,Jan-2024,2024-01-07 07:00:00,East,Tablet,21884
153,Jan-2024,2024-01-07 08:00:00,North,Laptop,21538
154,Jan-2024,2024-01-07 09:00:00,East,Laptop,41346
155,Jan-2024,2024-01-07 10:00:00,North,Headphones,22947
156,Jan-2024,2024-01-07 11:00:00,South,Headphones,2785
157,Jan-2024,2024-01-07 12:00:00,East,Headphones,38491
158,Jan-2024,2024-01-07 13:00:00,South,Tablet,14021
159,Jan-2024,2024-01-07 14:00:00,North,Mobile,48157
160,Jan-2024,2024-01-07 15:00:00,West,Laptop,7471
161,Jan-2024,2024-01-07 16:00:00,East,Laptop,29639
162,Jan-2024,2024-01-07 17:00:00,North,Laptop,20409
163,Jan-2024,2024-01-07 18:00:00,West,Tablet,12031
164,Jan-2024,2024-01-07 19:00:00,West,Headphones,15221
165,Jan-2024,2024-01-07 20:00:00,South,Mobile,19706
166,Jan-2024,2024-01-07 21:00:00,North,Tablet,38211
167,Jan-2024,2024-01-07 22:00:00,West,Headphones,7030
168,Jan-2024,2024-01-07 23:00:00,East,Tablet,11616
169,Jan-2024,2024-01-08 00:00:00,East,Mobile,758
170,Jan-2024,2024-01-08 01:00:00,South,Headphones,782
171,Jan-2024,2024-01-08 02:00:00,West,Tablet,14437
172,Jan-2024,2024-01-08 03:00:00,North,Mobile,2398
173,Jan-2024,2024-01-08 04:00:00,East,Laptop,4635
174,Jan-2024,2024-01-08 05:00:00,West,Mobile,7129
175,Jan-2024,2024-01-08 06:00:00,West,Laptop,44436
176,Jan-2024,2024-01-08 07:00:00,South,Tablet,20084
177,Jan-2024,2024-01-08 08:00:00,East,Headphones,24051
178,Jan-2024,2024-01-08 09:00:00,East,Headphones,33880
179,Jan-2024,2024-01-08 10:00:00,North,Tablet,47471
180,Jan-2024,2024-01-08 11:00:00,East,Headphones,17571
181,Jan-2024,2024-01-08 12:00:00,North,Headphones,20574
182,Jan-2024,2024-01-08 13:00:00,East,Laptop,25688
183,Jan-2024,2024-01-08 14:00:00,South,Tablet,2807
184,Jan-2024,2024-01-08 15:00:00,East,Mobile,40401
185,Jan-2024,2024-01-08 16:00:00,North,Laptop,11705
186,Jan-2024,2024-01-08 17:00:00,North,Tablet,6406
187,Jan-2024,2024-01-08 18:00:00,South,Laptop,3091
188,Jan-2024,2024-01-08 19:00:00,East,Mobile,15649
189,Jan-2024,2024-01-08 20:00:00,East,Mobile,45418
190,Jan-2024,2024-01-08 21:00:00,South,Tablet,40451
191,Jan-2024,2024-01-08 22:00:00,East,Mobile,25650
192,Jan-2024,2024-01-08 23:00:00,East,Laptop,32352
193,Jan-2024,2024-01-09 00:00:00,North,Mobile,43370
194,Jan-2024,2024-01-09 01:00:00,East,Laptop,1783
195,Jan-2024,2024-01-09 02:00:00,East,Laptop,34191
196,Jan-2024,2024-01-09 03:00:00,South,Mobile,1625
197,Jan-2024,2024-01-09 04:00:00,South,Tablet,2029
198,Jan-2024,2024-01-09 05:00:00,West,Headphones,26670
199,Jan-2024,2024-01-09 06:00:00,North,Mobile,8938
200,Jan-2024,2024-01-09 07:00:00,East,Laptop,20595
201,Jan-2024,2024-01-09 08:00:00,East,Laptop,16654
202,Jan-2024,2024-01-09 09:00:00,West,Mobile,8504
203,Jan-2024,2024-01-09 10:00:00,East,Tablet,10252
204,Jan-2024,2024-01-09 11:00:00,North,Tablet,43860
205,Jan-2024,2024-01-09 12:00:00,West,Laptop,27319
206,Jan-2024,2024-01-09 13:00:00,North,Laptop,37132
207,Jan-2024,2024-01-09 14:00:00,West,Tablet,27015
208,Jan-2024,2024-01-09 15:00:00,West,Headphones,24717
209,Jan-2024,2024-01-09 16:00:00,South,Mobile,23672
210,Jan-2024,2024-01-09 17:00:00,North,Laptop,33494
211,Jan-2024,2024-01-09 18:00:00,East,Laptop,15536
212,Jan-2024,2024-01-09 19:00:00,East,Tablet,12239
213,Jan-2024,2024-01-09 20:00:00,North,Mobile,32720
214,Jan-2024,2024-01-09 21:00:00,East,Tablet,49916
215,Jan-2024,2024-01-09 22:00:00,East,Mobile,10087
216,Jan-2024,2024-01-09 23:00:00,North,Mobile,45017
217,Jan-2024,2024-01-10 00:00:00,West,Mobile,30629
218,Jan-2024,2024-01-10 01:00:00,North,Laptop,1145
219,Jan-2024,2024-01-10 02:00:00,West,Headphones,31430
220,Jan-2024,2024-01-10 03:00:00,East,Tablet,16799
221,Jan-2024,2024-01-10 04:00:00,East,Headphones,30590
222,Jan-2024,2024-01-10 05:00:00,East,Tablet,22453
223,Jan-2024,2024-01-10 06:00:00,South,Mobile,46943
224,Jan-2024,2024-01-10 07:00:00,West,Laptop,26975
225,Jan-2024,2024-01-10 08:00:00,South,Headphones,19388
226,Jan-2024,2024-01-10 09:00:00,South,Laptop,44232
227,Jan-2024,2024-01-10 10:00:00,North,Tablet,16587
228,Jan-2024,2024-01-10 11:00:00,South,Laptop,46805
229,Jan-2024,2024-01-10 12:00:00,North,Laptop,46537
230,Jan-2024,2024-01-10 13:00:00,North,Headphones,9846
231,Jan-2024,2024-01-10 14:00:00,South,Mobile,1087
232,Jan-2024,2024-01-10 15:00:00,West,Laptop,13263
233,Jan-2024,2024-01-10 16:00:00,West,Mobile,42445
234,Jan-2024,2024-01-10 17:00:00,West,Tablet,4579
235,Jan-2024,2024-01-10 18:00:00,West,Laptop,36616
236,Jan-2024,2024-01-10 19:00:00,West,Headphones,20715
237,Jan-2024,2024-01-10 20:00:00,South,Tablet,26317
238,Jan-2024,2024-01-10 21:00:00,South,Tablet,25265
239,Jan-2024,2024-01-10 22:00:00,East,Headphones,30612
240,Jan-2024,2024-01-10 23:00:00,West,Laptop,26056
241,Jan-2024,2024-01-11 00:00:00,South,Laptop,18599
242,Jan-2024,2024-01-11 01:00:00,East,Tablet,44053
243,Jan-2024,2024-01-11 02:00:00,West,Laptop,45596
244,Jan-2024,2024-01-11 03:00:00,North,Mobile,6950
245,Jan-2024,2024-01-11 04:00:00,East,Headphones,13730
246,Jan-2024,2024-01-11 05:00:00,South,Mobile,29509
247,Jan-2024,2024-01-11 06:00:00,North,Laptop,5933
248,Jan-2024,2024-01-11 07:00:00,North,Tablet,34366
249,Jan-2024,2024-01-11 08:00:00,North,Headphones,40364
250,Jan-2024,2024-01-11 09:00:00,East,Laptop,19210
251,Jan-2024,2024-01-11 10:00:00,South,Laptop,11939
252,Jan-2024,2024-01-11 11:00:00,North,Tablet,42355
253,Jan-2024,2024-01-11 12:00:00,West,Tablet,16521
254,Jan-2024,2024-01-11 13:00:00,North,Mobile,6916
255,Jan-2024,2024-01-11 14:00:00,North,Headphones,7480
256,Jan-2024,2024-01-11 15:00:00,East,Headphones,18558
257,Jan-2024,2024-01-11 16:00:00,East,Tablet,11601
258,Jan-2024,2024-01-11 17:00:00,South,Mobile,41218
259,Jan-2024,2024-01-11 18:00:00,West,Headphones,33102
260,Jan-2024,2024-01-11 19:00:00,East,Tablet,9622
261,Jan-2024,2024-01-11 20:00:00,North,Laptop,13076
262,Jan-2024,2024-01-11 21:00:00,South,Headphones,28016
263,Jan-2024,2024-01-11 22:00:00,North,Mobile,22933
264,Jan-2024,2024-01-11 23:00:00,North,Mobile,1589
265,Jan-2024,2024-01-12 00:00:00,East,Mobile,37846
266,Jan-2024,2024-01-12 01:00:00,South,Laptop,9627
267,Jan-2024,2024-01-12 02:00:00,West,Headphones,10987
268,Jan-2024,2024-01-12 03:00:00,West,Headphones,655
269,Jan-2024,2024-01-12 04:00:00,East,Laptop,2458
270,Jan-2024,2024-01-12 05:00:00,East,Headphones,11193
271,Jan-2024,2024-01-12 06:00:00,South,Laptop,39612
272,Jan-2024,2024-01-12 07:00:00,West,Laptop,39047
273,Jan-2024,2024-01-12 08:00:00,West,Laptop,29295
274,Jan-2024,2024-01-12 09:00:00,West,Mobile,21947
275,Jan-2024,2024-01-12 10:00:00,North,Headphones,37098
276,Jan-2024,2024-01-12 11:00:00,West,Laptop,42314
277,Jan-2024,2024-01-12 12:00:00,North,Headphones,25715
278,Jan-2024,2024-01-12 13:00:00,South,Mobile,10294
279,Jan-2024,2024-01-12 14:00:00,North,Laptop,33709
280,Jan-2024,2024-01-12 15:00:00,South,Tablet,22924
281,Jan-2024,2024-01-12 16:00:00,West,Mobile,47746
282,Jan-2024,2024-01-12 17:00:00,West,Tablet,37896
283,Jan-2024,2024-01-12 18:00:00,South,Headphones,6870
284,Jan-2024,2024-01-12 19:00:00,East,Headphones,10028
285,Jan-2024,2024-01-12 20:00:00,South,Mobile,28776
286,Jan-2024,2024-01-12 21:00:00,East,Headphones,44833
287,Jan-2024,2024-01-12 22:00:00,North,Tablet,8679
288,Jan-2024,2024-01-12 23:00:00,North,Laptop,49281
289,Jan-2024,2024-01-13 00:00:00,North,Laptop,17343
290,Jan-2024,2024-01-13 01:00:00,West,Laptop,24452
291,Jan-2024,2024-01-13 02:00:00,North,Mobile,33660
292,Jan-2024,2024-01-13 03:00:00,East,Headphones,45398
293,Jan-2024,2024-01-13 04:00:00,North,Tablet,30016
294,Jan-2024,2024-01-13 05:00:00,South,Headphones,10949
295,Jan-2024,2024-01-13 06:00:00,South,Headphones,21625
296,Jan-2024,2024-01-13 07:00:00,West,Headphones,7918
297,Jan-2024,2024-01-13 08:00:00,South,Laptop,23246
298,Jan-2024,2024-01-13 09:00:00,East,Tablet,2954
299,Jan-2024,2024-01-13 10:00:00,North,Tablet,18261
300,Jan-2024,2024-01-13 11:00:00,West,Headphones,15723
301,Jan-2024,2024-01-13 12:00:00,North,Laptop,7201
302,Jan-2024,2024-01-13 13:00:00,North,Laptop,3097
303,Jan-2024,2024-01-13 14:00:00,East,Tablet,641
304,Jan-2024,2024-01-13 15:00:00,South,Laptop,3159
305,Jan-2024,2024-01-13 16:00:00,South,Laptop,21480
306,Jan-2024,2024-01-13 17:00:00,North,Laptop,9531
307,Jan-2024,2024-01-13 18:00:00,West,Mobile,15537
308,Jan-2024,2024-01-13 19:00:00,South,Headphones,47238
309,Jan-2024,2024-01-13 20:00:00,West,Tablet,38929
310,Jan-2024,2024-01-13 21:00:00,South,Tablet,6642
311,Jan-2024,2024-01-13 22:00:00,West,Mobile,12609
312,Jan-2024,2024-01-13 23:00:00,East,Headphones,22510
313,Jan-2024,2024-01-14 00:00:00,West,Tablet,9287
314,Jan-2024,2024-01-14 01:00:00,East,Laptop,43364
315,Jan-2024,2024-01-14 02:00:00,East,Tablet,8972
316,Jan-2024,2024-01-14 03:00:00,West,Laptop,23883
317,Jan-2024,2024-01-14 04:00:00,East,Mobile,4749
318,Jan-2024,2024-01-14 05:00:00,North,Laptop,48217
319,Jan-2024,2024-01-14 06:00:00,East,Tablet,35018
320,Jan-2024,2024-01-14 07:00:00,South,Tablet,18851
321,Jan-2024,2024-01-14 08:00:00,West,Tablet,4588
322,Jan-2024,2024-01-14 09:00:00,North,Mobile,15782
323,Jan-2024,2024-01-14 10:00:00,West,Mobile,19830
324,Jan-2024,2024-01-14 11:00:00,South,Headphones,42909
325,Jan-2024,2024-01-14 12:00:00,South,Tablet,22278
326,Jan-2024,2024-01-14 13:00:00,South,Laptop,24764
327,Jan-2024,2024-01-14 14:00:00,East,Mobile,5575
328,Jan-2024,2024-01-14 15:00:00,East,Tablet,10912
329,Jan-2024,2024-01-14 16:00:00,West,Tablet,48954
330,Jan-2024,2024-01-14 17:00:00,West,Mobile,28865
331,Jan-2024,2024-01-14 18:00:00,North,Headphones,7730
332,Jan-2024,2024-01-14 19:00:00,North,Mobile,48700
333,Jan-2024,2024-01-14 20:00:00,West,Mobile,11502
334,Jan-2024,2024-01-14 21:00:00,East,Laptop,14447
335,Jan-2024,2024-01-14 22:00:00,South,Laptop,14186
336,Jan-2024,2024-01-14 23:00:00,West,Headphones,29804
337,Jan-2024,2024-01-15 00:00:00,North,Tablet,13574
338,Jan-2024,2024-01-15 01:00:00,East,Mobile,4993
339,Jan-2024,2024-01-15 02:00:00,West,Headphones,34728
340,Jan-2024,2024-01-15 03:00:00,West,Laptop,14640
341,Jan-2024,2024-01-15 04:00:00,East,Mobile,32155
342,Jan-2024,2024-01-15 05:00:00,West,Tablet,43972
343,Jan-2024,2024-01-15 06:00:00,East,Laptop,49937
344,Jan-2024,2024-01-15 07:00:00,South,Laptop,49916
345,Jan-2024,2024-01-15 08:00:00,East,Laptop,7316
346,Jan-2024,2024-01-15 09:00:00,East,Headphones,12139
347,Jan-2024,2024-01-15 10:00:00,East,Tablet,47692
348,Jan-2024,2024-01-15 11:00:00,West,Mobile,47233
349,Jan-2024,2024-01-15 12:00:00,West,Headphones,29992
350,Jan-2024,2024-01-15 13:00:00,East,Headphones,11740
351,Jan-2024,2024-01-15 14:00:00,West,Headphones,33198
352,Jan-2024,2024-01-15 15:00:00,North,Laptop,27457
353,Jan-2024,2024-01-15 16:00:00,North,Tablet,33308
354,Jan-2024,2024-01-15 17:00:00,West,Headphones,6327
355,Jan-2024,2024-01-15 18:00:00,West,Mobile,33262
356,Jan-2024,2024-01-15 19:00:00,East,Tablet,8759
357,Jan-2024,2024-01-15 20:00:00,South,Mobile,15349
358,Jan-2024,2024-01-15 21:00:00,West,Tablet,16732
359,Jan-2024,2024-01-15 22:00:00,North,Mobile,41072
360,Jan-2024,2024-01-15 23:00:00,East,Laptop,24673
361,Jan-2024,2024-01-16 00:00:00,West,Headphones,5874
362,Jan-2024,2024-01-16 01:00:00,North,Mobile,21674
363,Jan-2024,2024-01-16 02:00:00,North,Tablet,24067
364,Jan-2024,2024-01-16 03:00:00,South,Headphones,35792
365,Jan-2024,2024-01-16 04:00:00,East,Headphones,9777
366,Jan-2024,2024-01-16 05:00:00,East,Tablet,32100
367,Jan-2024,2024-01-16 06:00:00,South,Mobile,10385
368,Jan-2024,2024-01-16 07:00:00,South,Laptop,1278
369,Jan-2024,2024-01-16 08:00:00,East,Laptop,29665
370,Jan-2024,2024-01-16 09:00:00,East,Mobile,1992
371,Jan-2024,2024-01-16 10:00:00,West,Headphones,30962
372,Jan-2024,2024-01-16 11:00:00,West,Headphones,14115
373,Jan-2024,2024-01-16 12:00:00,South,Headphones,45400
374,Jan-2024,2024-01-16 13:00:00,West,Headphones,43446
375,Jan-2024,2024-01-16 14:00:00,North,Mobile,8351
376,Jan-2024,2024-01-16 15:00:00,West,Headphones,16788
377,Jan-2024,2024-01-16 16:00:00,West,Tablet,7656
378,Jan-2024,2024-01-16 17:00:00,North,Headphones,2544
379,Jan-2024,2024-01-16 18:00:00,South,Laptop,7868
380,Jan-2024,2024-01-16 19:00:00,North,Headphones,20400
381,Jan-2024,2024-01-16 20:00:00,West,Mobile,31100
382,Jan-2024,2024-01-16 21:00:00,South,Laptop,46903
383,Jan-2024,2024-01-16 22:00:00,West,Mobile,26134
384,Jan-2024,2024-01-16 23:00:00,North,Mobile,9668
385,Jan-2024,2024-01-17 00:00:00,North,Laptop,21461
386,Jan-2024,2024-01-17 01:00:00,West,Mobile,44596
387,Jan-2024,2024-01-17 02:00:00,East,Mobile,46587
388,Jan-2024,2024-01-17 03:00:00,East,Headphones,24352
389,Jan-2024,2024-01-17 04:00:00,North,Tablet,33610
390,Jan-2024,2024-01-17 05:00:00,North,Mobile,32674
391,Jan-2024,2024-01-17 06:00:00,East,Mobile,34715
392,Jan-2024,2024-01-17 07:00:00,East,Mobile,27455
393,Jan-2024,2024-01-17 08:00:00,West,Headphones,7081
394,Jan-2024,2024-01-17 09:00:00,West,Tablet,45119
395,Jan-2024,2024-01-17 10:00:00,East,Laptop,6817
396,Jan-2024,2024-01-17 11:00:00,West,Headphones,43356
397,Jan-2024,2024-01-17 12:00:00,West,Headphones,46214
398,Jan-2024,2024-01-17 13:00:00,South,Tablet,27149
399,Jan-2024,2024-01-17 14:00:00,West,Tablet,23632
400,Jan-2024,2024-01-17 15:00:00,North,Headphones,17289
401,Jan-2024,2024-01-17 16:00:00,West,Laptop,15067
402,Jan-2024,2024-01-17 17:00:00,West,Headphones,15368
403,Jan-2024,2024-01-17 18:00:00,East,Tablet,24870
404,Jan-2024,2024-01-17 19:00:00,North,Laptop,43033
405,Jan-2024,2024-01-17 20:00:00,West,Tablet,30983
406,Jan-2024,2024-01-17 21:00:00,West,Laptop,12966
407,Jan-2024,2024-01-17 22:00:00,South,Mobile,29303
408,Jan-2024,2024-01-17 23:00:00,West,Tablet,18730
409,Jan-2024,2024-01-18 00:00:00,West,Tablet,18362
410,Jan-2024,2024-01-18 01:00:00,South,Headphones,43855
411,Jan-2024,2024-01-18 02:00:00,East,Tablet,31759
412,Jan-2024,2024-01-18 03:00:00,West,Tablet,34039
413,Jan-2024,2024-01-18 04:00:00,South,Mobile,22409
414,Jan-2024,2024-01-18 05:00:00,North,Tablet,31295
415,Jan-2024,2024-01-18 06:00:00,East,Mobile,49568
416,Jan-2024,2024-01-18 07:00:00,North,Mobile,9270
417,Jan-2024,2024-01-18 08:00:00,North,Mobile,11593
418,Jan-2024,2024-01-18 09:00:00,South,Mobile,47071
419,Jan-2024,2024-01-18 10:00:00,West,Laptop,693
420,Jan-2024,2024-01-18 11:00:00,South,Headphones,35275
421,Jan-2024,2024-01-18 12:00:00,South,Laptop,18069
422,Jan-2024,2024-01-18 13:00:00,South,Tablet,11690
423,Jan-2024,2024-01-18 14:00:00,South,Laptop,43252
424,Jan-2024,2024-01-18 15:00:00,East,Laptop,32827
425,Jan-2024,2024-01-18 16:00:00,West,Tablet,42570
426,Jan-2024,2024-01-18 17:00:00,North,Tablet,20889
427,Jan-2024,2024-01-18 18:00:00,North,Tablet,40697
428,Jan-2024,2024-01-18 19:00:00,West,Laptop,2761
429,Jan-2024,2024-01-18 20:00:00,North,Laptop,28869
430,Jan-2024,2024-01-18 21:00:00,West,Tablet,27012
431,Jan-2024,2024-01-18 22:00:00,North,Headphones,7216
432,Jan-2024,2024-01-18 23:00:00,South,Headphones,21759
433,Jan-2024,2024-01-19 00:00:00,North,Mobile,29433
434,Jan-2024,2024-01-19 01:00:00,West,Tablet,42189
435,Jan-2024,2024-01-19 02:00:00,West,Mobile,4878
